QUERY_ID,TOTAL_ELAPSED_TIME,COMPILATION_TIME,EXECUTION_TIME,ROWS_PRODUCED,WAREHOUSE_NAME,QUERY_TEXT,UDF
01a7e891-0001-82b4-0000-0004f187331d,18098,619,17574,100,LARGE_TEST_WH,select add_rows_simple_with_pandas(*) from demodb.udf_testing.udf_test limit 100,add_rows_simple_with_pandas
01a7e891-0001-82ae-0000-0004f18742d5,114605,197,84494,10000000,SMALL_TEST_WH,select calc_fac_vectorized(*) from demodb.udf_testing.udf_test limit 10000000,calc_fac_vectorized
01a7e891-0001-82ae-0000-0004f18742d1,46410,223,16181,1000000,SMALL_TEST_WH,select calc_fac_vectorized(*) from demodb.udf_testing.udf_test limit 1000000,calc_fac_vectorized
01a7e891-0001-82ae-0000-0004f18742cd,30175,161,3706,10000,SMALL_TEST_WH,select calc_fac_vectorized(*) from demodb.udf_testing.udf_test limit 10000,calc_fac_vectorized
01a7e891-0001-82ae-0000-0004f18742c9,30226,207,10453,100,SMALL_TEST_WH,select calc_fac_vectorized(*) from demodb.udf_testing.udf_test limit 100,calc_fac_vectorized
01a7e891-0001-82b4-0000-0004f1873315,108347,199,88710,10000000,SMALL_TEST_WH,select calc_fac_simple(*) from demodb.udf_testing.udf_test limit 10000000,calc_fac_simple
01a7e891-0001-82ae-0000-0004f18742c5,30604,170,11200,1000000,SMALL_TEST_WH,select calc_fac_simple(*) from demodb.udf_testing.udf_test limit 1000000,calc_fac_simple
01a7e891-0001-82b4-0000-0004f1873311,19883,195,2219,10000,SMALL_TEST_WH,select calc_fac_simple(*) from demodb.udf_testing.udf_test limit 10000,calc_fac_simple
01a7e891-0001-82b4-0000-0004f187330d,19765,269,2266,100,SMALL_TEST_WH,select calc_fac_simple(*) from demodb.udf_testing.udf_test limit 100,calc_fac_simple
01a7e891-0001-82b4-0000-0004f1873309,91491,189,74078,10000000,SMALL_TEST_WH,select add_rows_vectorized(*) from demodb.udf_testing.udf_test limit 10000000,add_rows_vectorized
01a7e891-0001-82ae-0000-0004f18742c1,26809,173,11242,1000000,SMALL_TEST_WH,select add_rows_vectorized(*) from demodb.udf_testing.udf_test limit 1000000,add_rows_vectorized
01a7e891-0001-82b4-0000-0004f1873305,17907,200,8748,10000,SMALL_TEST_WH,select add_rows_vectorized(*) from demodb.udf_testing.udf_test limit 10000,add_rows_vectorized
01a7e891-0001-82ae-0000-0004f18742bd,17684,248,8777,100,SMALL_TEST_WH,select add_rows_vectorized(*) from demodb.udf_testing.udf_test limit 100,add_rows_vectorized
01a7e891-0001-82b4-0000-0004f1873301,85851,346,85537,10000000,SMALL_TEST_WH,select add_rows_simple(*) from demodb.udf_testing.udf_test limit 10000000,add_rows_simple
01a7e891-0001-82ae-0000-0004f18742b9,15826,750,15082,1000000,SMALL_TEST_WH,select add_rows_simple(*) from demodb.udf_testing.udf_test limit 1000000,add_rows_simple
01a7e891-0001-82ae-0000-0004f18742b5,9353,454,8919,10000,SMALL_TEST_WH,select add_rows_simple(*) from demodb.udf_testing.udf_test limit 10000,add_rows_simple
